模拟值,模拟类型,源
0.9248819525532159,all,MAXI J1820+070
0.9288789810605199,all,MAXI J1820+070
0.9346836182987301,all,MAXI J1820+070
0.9441739927753653,all,MAXI J1820+070
0.9377797984961997,all,MAXI J1820+070
0.9350960074743757,all,MAXI J1820+070
0.9542039643109852,all,MAXI J1820+070
0.9551344497538915,all,MAXI J1820+070
0.9358562023429244,all,MAXI J1820+070
0.9229023219267033,all,MAXI J1820+070
0.9184251617081262,all,MAXI J1820+070
0.9423929011478035,all,MAXI J1820+070
0.9465595562221879,all,MAXI J1820+070
0.9406299778557854,all,MAXI J1820+070
0.9392909189291924,all,MAXI J1820+070
0.9319545738530591,all,MAXI J1820+070
0.9465497979391383,all,MAXI J1820+070
0.9567818537889891,all,MAXI J1820+070
0.9178312232266443,all,MAXI J1820+070
0.9392249881121227,all,MAXI J1820+070
0.930296516505864,all,MAXI J1820+070
0.9250953400594615,all,MAXI J1820+070
0.9287002412921558,all,MAXI J1820+070
0.943796728556844,all,MAXI J1820+070
0.9440496219759116,all,MAXI J1820+070
0.9546028776117479,all,MAXI J1820+070
0.9400878154714546,all,MAXI J1820+070
0.9224177837013041,all,MAXI J1820+070
0.9376183045762402,all,MAXI J1820+070
0.9261362092778421,all,MAXI J1820+070
0.9279320411357799,all,MAXI J1820+070
0.9458055905840649,all,MAXI J1820+070
0.9419418090559442,all,MAXI J1820+070
0.9458756559543533,all,MAXI J1820+070
0.9364250715272827,all,MAXI J1820+070
0.9479052956342535,all,MAXI J1820+070
0.9358659710170988,all,MAXI J1820+070
0.9511668283274224,all,MAXI J1820+070
0.9434463893947154,all,MAXI J1820+070
0.9379300312951537,all,MAXI J1820+070
0.9421209304417609,all,MAXI J1820+070
0.9398213929902508,all,MAXI J1820+070
0.9559610651531292,all,MAXI J1820+070
0.9424543762257879,all,MAXI J1820+070
0.9399838732760548,all,MAXI J1820+070
0.937615091429492,all,MAXI J1820+070
0.94843184219245,all,MAXI J1820+070
0.947079133390535,all,MAXI J1820+070
0.9372615836968736,all,MAXI J1820+070
0.9284435848537719,all,MAXI J1820+070
0.9309803186162164,all,MAXI J1820+070
0.938158374604578,all,MAXI J1820+070
0.9534892750611907,all,MAXI J1820+070
0.9374982337075308,all,MAXI J1820+070
0.9340587639003443,all,MAXI J1820+070
0.9223928068675135,all,MAXI J1820+070
0.9551354143560229,all,MAXI J1820+070
0.9456902814598146,all,MAXI J1820+070
0.9479600997000586,all,MAXI J1820+070
0.9496168805192937,all,MAXI J1820+070
0.9383526977124104,all,MAXI J1820+070
0.9408459063374753,all,MAXI J1820+070
0.9548860194195199,all,MAXI J1820+070
0.9417958088931914,all,MAXI J1820+070
0.9458752529006399,all,MAXI J1820+070
0.9487055071720051,all,MAXI J1820+070
0.9464293133242264,all,MAXI J1820+070
0.938718308297335,all,MAXI J1820+070
0.9396611615718607,all,MAXI J1820+070
0.9477764043797594,all,MAXI J1820+070
0.9477600285993472,all,MAXI J1820+070
0.9516823259901945,all,MAXI J1820+070
0.9455109698330983,all,MAXI J1820+070
0.9459660561359204,all,MAXI J1820+070
0.9355376663321555,all,MAXI J1820+070
0.934188504889281,all,MAXI J1820+070
0.9478063067435148,all,MAXI J1820+070
0.9342581493198362,all,MAXI J1820+070
0.9397929899688313,all,MAXI J1820+070
0.9537902324097128,all,MAXI J1820+070
0.9522057029234509,all,MAXI J1820+070
0.9430178883079717,all,MAXI J1820+070
0.9370386042016629,all,MAXI J1820+070
0.9387662108965649,all,MAXI J1820+070
0.9486766014105561,all,MAXI J1820+070
0.9396350072255383,all,MAXI J1820+070
0.9344171760698973,all,MAXI J1820+070
0.9521577475640797,all,MAXI J1820+070
0.9418160013912927,all,MAXI J1820+070
0.9342274417900824,all,MAXI J1820+070
0.9447894018893263,all,MAXI J1820+070
0.949712184131925,all,MAXI J1820+070
0.9299232693521223,all,MAXI J1820+070
0.9379954608664706,all,MAXI J1820+070
0.9375331663241159,all,MAXI J1820+070
0.9445228716578347,all,MAXI J1820+070
0.9463200832285985,all,MAXI J1820+070
0.9344852608872051,all,MAXI J1820+070
0.9250724882409397,all,MAXI J1820+070
0.950317987545994,all,MAXI J1820+070
0.9288005472942278,all,MAXI J1820+070
0.9427118420504387,all,MAXI J1820+070
0.9386801910126932,all,MAXI J1820+070
0.9416244390520407,all,MAXI J1820+070
0.9565123397170685,all,MAXI J1820+070
0.9703828161362182,all,MAXI J1820+070
0.9236656258860139,all,MAXI J1820+070
0.9498390615533292,all,MAXI J1820+070
0.9384375222732235,all,MAXI J1820+070
0.17665249174390985,all,MAXI J1820+070
0.12714427113191284,all,MAXI J1820+070
0.3744255371337962,all,MAXI J1820+070
-0.24026667386358602,all,MAXI J1820+070
-0.8821535490279205,all,MAXI J1820+070
0.11096044557980733,all,MAXI J1820+070
-0.3315143246372689,all,MAXI J1820+070
-0.5237953170708034,all,MAXI J1820+070
-0.6562563508052617,all,MAXI J1820+070
0.15396238851595312,all,MAXI J1820+070
0.48024142738203157,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.056103099485264485,all,MAXI J1820+070
-0.5995095968334756,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.31527876895301604,all,MAXI J1820+070
-0.8513097968735949,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.8232211680707081,all,MAXI J1820+070
-0.957678446139921,all,MAXI J1820+070
-0.7494143651991434,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.611944069364226,all,MAXI J1820+070
-0.7857906484978909,all,MAXI J1820+070
-0.1907270161398983,all,MAXI J1820+070
-0.07163094393332059,all,MAXI J1820+070
-0.2538288027905815,all,MAXI J1820+070
-0.5246703962278727,all,MAXI J1820+070
-0.5394166810458499,all,MAXI J1820+070
-0.8534614806203112,all,MAXI J1820+070
-0.8403015813675305,all,MAXI J1820+070
-0.011480486094970765,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.44011617878802306,all,MAXI J1820+070
-0.5728086321431964,all,MAXI J1820+070
-0.06857430659862129,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.38917929445193405,all,MAXI J1820+070
-0.20855905744724815,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.9831202371689394,all,MAXI J1820+070
-0.44616315128319045,all,MAXI J1820+070
-0.1150187149778526,all,MAXI J1820+070
-0.29626412647690953,all,MAXI J1820+070
-0.08971175076293031,all,MAXI J1820+070
-0.9858770781581178,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.34981757715391465,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.8688986511851244,all,MAXI J1820+070
0.11349012091261312,all,MAXI J1820+070
-0.2926570922269158,all,MAXI J1820+070
-0.706491190722084,all,MAXI J1820+070
-0.7774742172862865,all,MAXI J1820+070
-0.05666636916007145,all,MAXI J1820+070
-0.2801578836672841,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
0.6324047015378419,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.1076138609464829,all,MAXI J1820+070
0.42959368752281213,all,MAXI J1820+070
-0.3153379286326805,all,MAXI J1820+070
-0.7241386436893273,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.19013626519835505,all,MAXI J1820+070
0.3969585604921665,all,MAXI J1820+070
-0.6121183963490252,all,MAXI J1820+070
-0.6997012325646275,all,MAXI J1820+070
-0.01482658387168656,all,MAXI J1820+070
-0.7708701742589441,all,MAXI J1820+070
-0.24599509098106787,all,MAXI J1820+070
-0.37315550752826737,all,MAXI J1820+070
-0.6197742940129074,all,MAXI J1820+070
-0.4044916037495085,all,MAXI J1820+070
0.5675626306562136,all,MAXI J1820+070
-0.06562274604882751,all,MAXI J1820+070
0.20105168952589225,all,MAXI J1820+070
-0.8980664682428133,all,MAXI J1820+070
0.20292910466753955,all,MAXI J1820+070
-0.046775310156199734,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.10100436421269404,all,MAXI J1820+070
-0.6765043157582911,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.3250775622829559,all,MAXI J1820+070
-0.1014132239842837,all,MAXI J1820+070
-0.31314619048574643,all,MAXI J1820+070
-0.4556442366182053,all,MAXI J1820+070
-0.5766648874674785,all,MAXI J1820+070
0.9519903471051604,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
0.08105186335821163,all,MAXI J1820+070
-0.3875713464091704,all,MAXI J1820+070
-0.862965945674933,all,MAXI J1820+070
-0.42245008116851845,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.7214355073199454,all,MAXI J1820+070
-0.42164960906915855,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.11926194271627621,all,MAXI J1820+070
-0.9226954088581524,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.9864482926302044,all,MAXI J1820+070
0.7931589494430934,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
0.08927299087044935,all,MAXI J1820+070
-0.5378639510981833,all,MAXI J1820+070
-0.3258676745612725,all,MAXI J1820+070
0.1778755303432157,all,MAXI J1820+070
0.15194428143495,all,MAXI J1820+070
-0.5004077093174255,all,MAXI J1820+070
-0.8579310755023793,all,MAXI J1820+070
0.18749043411393754,all,MAXI J1820+070
0.15065515790893377,all,MAXI J1820+070
-0.29146390064016336,all,MAXI J1820+070
0.09234663465082374,all,MAXI J1820+070
-0.3763979659550827,all,MAXI J1820+070
-0.5776758343383682,all,MAXI J1820+070
-0.1389079683680723,all,MAXI J1820+070
0.1330492872963213,all,MAXI J1820+070
0.02228414232368503,all,MAXI J1820+070
0.12783789508048307,all,MAXI J1820+070
-0.5425856450966585,all,MAXI J1820+070
0.6942332338723575,all,MAXI J1820+070
-0.32177709161879375,all,MAXI J1820+070
-0.20378746397964026,all,MAXI J1820+070
-0.8372503200670343,all,MAXI J1820+070
-0.2433555225249659,all,MAXI J1820+070
0.14002152505760104,all,MAXI J1820+070
0.261605603501727,all,MAXI J1820+070
0.683704709234621,all,MAXI J1820+070
0.1336840249958434,all,MAXI J1820+070
0.005210167382243308,all,MAXI J1820+070
-0.37664381887956055,all,MAXI J1820+070
-0.4903989355470276,all,MAXI J1820+070
0.3712912157447863,all,MAXI J1820+070
0.36116514571814373,all,MAXI J1820+070
-0.709662706048152,all,MAXI J1820+070
0.24079462841703822,all,MAXI J1820+070
0.20240258905700484,all,MAXI J1820+070
-0.7290910912874946,all,MAXI J1820+070
0.14436119292868535,all,MAXI J1820+070
-0.6951605306063944,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.2255340744294022,all,MAXI J1820+070
-0.004873835625365808,all,MAXI J1820+070
-0.20175738497828377,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.059033449036066526,all,MAXI J1820+070
-0.0633091194102862,all,MAXI J1820+070
0.08582420814984001,all,MAXI J1820+070
-0.37401643432325155,all,MAXI J1820+070
0.34976494478538855,all,MAXI J1820+070
0.049609027581509674,all,MAXI J1820+070
0.025410659655235146,all,MAXI J1820+070
-0.4705354776737438,all,MAXI J1820+070
-0.9669664123651214,all,MAXI J1820+070
-0.4057318550328095,all,MAXI J1820+070
0.008230676105223156,all,MAXI J1820+070
-0.3758013253053316,all,MAXI J1820+070
0.013031944211571889,all,MAXI J1820+070
-0.263687070980129,all,MAXI J1820+070
0.08634596788280446,all,MAXI J1820+070
-0.6567631384621659,all,MAXI J1820+070
-0.039154073724677066,all,MAXI J1820+070
-0.4794237892735377,all,MAXI J1820+070
-0.9532133934449759,all,MAXI J1820+070
-0.22820137695898196,all,MAXI J1820+070
0.6701756789759288,all,MAXI J1820+070
-0.9111283433426788,all,MAXI J1820+070
-0.07796089179186272,all,MAXI J1820+070
0.28012068940351054,all,MAXI J1820+070
1.0,all,MAXI J1820+070
-0.40126861473185116,all,MAXI J1820+070
-0.47469631923107725,all,MAXI J1820+070
-0.7570134794559327,all,MAXI J1820+070
0.46119262479880374,all,MAXI J1820+070
-0.5989947658382317,all,MAXI J1820+070
-0.33667491597738486,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
0.32573713293426176,all,MAXI J1820+070
0.47056037225079783,all,MAXI J1820+070
0.30556923357254495,all,MAXI J1820+070
-0.9886117485547632,all,MAXI J1820+070
0.1795757495314738,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
-0.11035472051008106,all,MAXI J1820+070
-0.03271903776855506,all,MAXI J1820+070
0.02277673916116396,all,MAXI J1820+070
0.14128808923258332,all,MAXI J1820+070
-0.14524174267929568,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
0.141543892646153,all,MAXI J1820+070
-0.08946290148454909,all,MAXI J1820+070
-0.6175832498440111,all,MAXI J1820+070
-0.9696418383601295,all,MAXI J1820+070
0.6721317141680614,all,MAXI J1820+070
0.5091266842174805,all,MAXI J1820+070
0.23174551105833605,all,MAXI J1820+070
-0.4980863531319233,all,MAXI J1820+070
-1.0,all,MAXI J1820+070
0.26275060462980415,all,MAXI J1820+070
0.05261061659547964,all,MAXI J1820+070
-0.3388216991901093,all,MAXI J1820+070
0.4528977299364786,all,MAXI J1820+070
0.30674269793238484,all,MAXI J1820+070
-0.04802158221411147,all,MAXI J1820+070
-0.1224891553640519,all,MAXI J1820+070
-0.11408904510736828,all,MAXI J1820+070
0.21800825285674588,all,MAXI J1820+070
-0.5937475109746978,all,MAXI J1820+070
0.08391908830249936,all,MAXI J1820+070
0.576675901661386,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.8817470000307993,all,MAXI J1820+070
0.6254720650558248,all,MAXI J1820+070
0.7869251230462475,all,MAXI J1820+070
0.5907048601941115,all,MAXI J1820+070
1.0,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9162069733381981,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.8018771492632251,all,MAXI J1820+070
0.9303376391067074,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.7687938449416575,all,MAXI J1820+070
0.7849318100366425,all,MAXI J1820+070
0.9660678863000685,all,MAXI J1820+070
0.9057645727751585,all,MAXI J1820+070
0.611353248757779,all,MAXI J1820+070
0.3107658320329915,all,MAXI J1820+070
0.7331391068546199,all,MAXI J1820+070
0.3296480223627124,all,MAXI J1820+070
0.5618863594178349,all,MAXI J1820+070
0.5863997389879193,all,MAXI J1820+070
0.6505851147025735,all,MAXI J1820+070
0.9422920102743437,all,MAXI J1820+070
0.9879127035533547,all,MAXI J1820+070
0.8768355511595136,all,MAXI J1820+070
0.9028264649729791,all,MAXI J1820+070
0.9077852958374157,all,MAXI J1820+070
0.24566570184360603,all,MAXI J1820+070
0.7721415132214945,all,MAXI J1820+070
0.39274366855429893,all,MAXI J1820+070
0.8769192898910235,all,MAXI J1820+070
0.3304472890628637,all,MAXI J1820+070
0.7321079075763531,all,MAXI J1820+070
0.8850316529641132,all,MAXI J1820+070
0.5352708308535745,all,MAXI J1820+070
0.9719603517077763,all,MAXI J1820+070
0.8763906556898668,all,MAXI J1820+070
0.8499731861259611,all,MAXI J1820+070
0.9165803333772118,all,MAXI J1820+070
0.6945679815690023,all,MAXI J1820+070
0.8019029613889299,all,MAXI J1820+070
0.7721108301691818,all,MAXI J1820+070
0.7673647216306096,all,MAXI J1820+070
0.6288734739041139,all,MAXI J1820+070
0.5090682559082318,all,MAXI J1820+070
0.6992597466492102,all,MAXI J1820+070
0.6876909394892039,all,MAXI J1820+070
0.6152864926214532,all,MAXI J1820+070
0.9489312941801051,all,MAXI J1820+070
0.5238366102503214,all,MAXI J1820+070
0.7339830766328393,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.960917164045906,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.6459360787514123,all,MAXI J1820+070
0.9347005064028185,all,MAXI J1820+070
0.5467762166345924,all,MAXI J1820+070
0.7120664692785266,all,MAXI J1820+070
0.7318312797361595,all,MAXI J1820+070
0.6490735554384178,all,MAXI J1820+070
0.6940190625022498,all,MAXI J1820+070
0.666391055225556,all,MAXI J1820+070
0.563697299668644,all,MAXI J1820+070
0.9498468362612162,all,MAXI J1820+070
0.7316854993964035,all,MAXI J1820+070
0.81230167422263,all,MAXI J1820+070
0.8043931429504995,all,MAXI J1820+070
0.7814925492731045,all,MAXI J1820+070
0.78948895467185,all,MAXI J1820+070
0.7058623837934855,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9297563999434254,all,MAXI J1820+070
0.7738602268819141,all,MAXI J1820+070
0.6761185684471267,all,MAXI J1820+070
0.7450476230268931,all,MAXI J1820+070
0.8577005184380666,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.48166001562034066,all,MAXI J1820+070
0.9085526993147733,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.45778912131990135,all,MAXI J1820+070
0.7319583158864323,all,MAXI J1820+070
0.5464512256525619,all,MAXI J1820+070
0.8604112184521773,all,MAXI J1820+070
0.694746304205334,all,MAXI J1820+070
0.7426707959551737,all,MAXI J1820+070
0.6836782804715205,all,MAXI J1820+070
0.9212343208813364,all,MAXI J1820+070
0.8180969217256091,all,MAXI J1820+070
0.8184946204483277,all,MAXI J1820+070
0.8037305832671052,all,MAXI J1820+070
0.8902230848949488,all,MAXI J1820+070
0.7149859104801721,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.5106931022441109,all,MAXI J1820+070
0.40755712588437376,all,MAXI J1820+070
0.3901770805921997,all,MAXI J1820+070
0.33328649494858853,all,MAXI J1820+070
0.9113656611122529,all,MAXI J1820+070
0.8857872168493546,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.5481059749118404,all,MAXI J1820+070
0.9265469054965552,all,MAXI J1820+070
0.7819330530513543,all,MAXI J1820+070
0.8049831648227305,all,MAXI J1820+070
0.9013808080234177,all,MAXI J1820+070
0.6111808322768868,all,MAXI J1820+070
1.0,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.6583417496609744,all,MAXI J1820+070
0.540945007878097,all,MAXI J1820+070
0.7515401260210147,all,MAXI J1820+070
0.8082742731522289,all,MAXI J1820+070
0.9937792045387452,all,MAXI J1820+070
0.5245686085706516,all,MAXI J1820+070
0.8299522580718249,all,MAXI J1820+070
0.44890684487289434,all,MAXI J1820+070
0.8616350946163349,all,MAXI J1820+070
0.7474241137038093,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.44533946571386784,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.41219541961509415,all,MAXI J1820+070
0.49128584237463413,all,MAXI J1820+070
0.4178101427208453,all,MAXI J1820+070
0.8225740477747214,all,MAXI J1820+070
0.5235232497417159,all,MAXI J1820+070
0.48685038389108704,all,MAXI J1820+070
0.81258119634091,all,MAXI J1820+070
0.8648728310336851,all,MAXI J1820+070
0.7783683538715684,all,MAXI J1820+070
0.735933978705474,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.8006256159108138,all,MAXI J1820+070
0.9391952095236723,all,MAXI J1820+070
0.8000136463948914,all,MAXI J1820+070
0.5394459794665163,all,MAXI J1820+070
0.8854764131994235,all,MAXI J1820+070
0.6322825645913437,all,MAXI J1820+070
0.7508929110117604,all,MAXI J1820+070
0.8341345631976195,all,MAXI J1820+070
0.362302205953805,all,MAXI J1820+070
0.43200455398273696,all,MAXI J1820+070
0.9609864262244883,all,MAXI J1820+070
0.6306132462142218,all,MAXI J1820+070
0.6405723822871392,all,MAXI J1820+070
0.8049520634478723,all,MAXI J1820+070
0.6890087546044075,all,MAXI J1820+070
0.8576935601449858,all,MAXI J1820+070
0.7592644243660608,all,MAXI J1820+070
0.8117066195378941,all,MAXI J1820+070
0.622609738049127,all,MAXI J1820+070
0.8106549128889948,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.6507728746160183,all,MAXI J1820+070
0.9622168430571518,all,MAXI J1820+070
0.7591723331522438,all,MAXI J1820+070
0.9242411477553669,all,MAXI J1820+070
0.7970419768541533,all,MAXI J1820+070
0.7629837067794355,all,MAXI J1820+070
0.8434432332360369,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.8195804317851659,all,MAXI J1820+070
0.8704914744907635,all,MAXI J1820+070
0.6926181681488928,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9044707932952311,all,MAXI J1820+070
0.7863187766052513,all,MAXI J1820+070
0.7442427288265183,all,MAXI J1820+070
0.9753607365473532,all,MAXI J1820+070
0.6426971438204956,all,MAXI J1820+070
0.3955962465830201,all,MAXI J1820+070
0.7852039158791356,all,MAXI J1820+070
1.0,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.986176002961624,all,MAXI J1820+070
0.9887409902870103,all,MAXI J1820+070
0.9968320173527713,all,MAXI J1820+070
0.9835060598793159,all,MAXI J1820+070
0.9967789011226496,all,MAXI J1820+070
0.9865481702318394,all,MAXI J1820+070
1.0,all,MAXI J1820+070
1.0,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9845096000383645,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.996226503020451,all,MAXI J1820+070
0.9922039989092761,all,MAXI J1820+070
0.9750639693303614,all,MAXI J1820+070
0.9863497790574746,all,MAXI J1820+070
0.9899444559319448,all,MAXI J1820+070
0.9746094859607869,all,MAXI J1820+070
0.9830306085219255,all,MAXI J1820+070
0.9851813996922488,all,MAXI J1820+070
0.9889506512356947,all,MAXI J1820+070
0.9580339811692927,all,MAXI J1820+070
0.9857004008080275,all,MAXI J1820+070
0.9815851148876411,all,MAXI J1820+070
0.9876449694563767,all,MAXI J1820+070
1.0,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9995324123939586,all,MAXI J1820+070
0.9670148230748723,all,MAXI J1820+070
0.9821280818188469,all,MAXI J1820+070
0.9981313762501285,all,MAXI J1820+070
0.9962159384392933,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9863450330970599,all,MAXI J1820+070
0.9818204958457863,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9889974002572838,all,MAXI J1820+070
0.970716535607641,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9625663766462944,all,MAXI J1820+070
0.9285842312176937,all,MAXI J1820+070
1.0,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9950382200130597,all,MAXI J1820+070
0.9658582465721351,all,MAXI J1820+070
0.9869992124608805,all,MAXI J1820+070
0.9832711342495842,all,MAXI J1820+070
0.9788660868148293,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9702066770032612,all,MAXI J1820+070
0.9933737757028088,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9944845059304236,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9975831502812917,all,MAXI J1820+070
0.9952989443983645,all,MAXI J1820+070
0.9942361927701465,all,MAXI J1820+070
0.9984285355330526,all,MAXI J1820+070
0.9814458353439915,all,MAXI J1820+070
0.9658681445181626,all,MAXI J1820+070
1.0,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9922836397854027,all,MAXI J1820+070
0.9786776144662157,all,MAXI J1820+070
0.9615188090189961,all,MAXI J1820+070
0.9894587206986976,all,MAXI J1820+070
0.9650678441397945,all,MAXI J1820+070
0.9626872124551552,all,MAXI J1820+070
0.9876475640237332,all,MAXI J1820+070
0.9750159184798037,all,MAXI J1820+070
0.993870262454801,all,MAXI J1820+070
0.9852919747564481,all,MAXI J1820+070
0.9776872123742156,all,MAXI J1820+070
0.9590164436276075,all,MAXI J1820+070
0.9735009018608839,all,MAXI J1820+070
0.9741256796691314,all,MAXI J1820+070
0.9671697695502456,all,MAXI J1820+070
0.9824062469808794,all,MAXI J1820+070
0.9684967161500309,all,MAXI J1820+070
0.9852163732960494,all,MAXI J1820+070
0.9920869906323672,all,MAXI J1820+070
0.973955110775384,all,MAXI J1820+070
0.9952319467001159,all,MAXI J1820+070
0.964856916188789,all,MAXI J1820+070
0.9690929842272631,all,MAXI J1820+070
0.986075305940379,all,MAXI J1820+070
0.9996796985621068,all,MAXI J1820+070
1.0,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9815979891281024,all,MAXI J1820+070
0.9858324775824688,all,MAXI J1820+070
0.9704445160066942,all,MAXI J1820+070
0.9666859723561526,all,MAXI J1820+070
0.9918857254675679,all,MAXI J1820+070
0.9748101845094138,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9631394425582543,all,MAXI J1820+070
0.9962680044990199,all,MAXI J1820+070
0.9709024329401105,all,MAXI J1820+070
0.9740523760648746,all,MAXI J1820+070
0.9971649051092845,all,MAXI J1820+070
0.9765100325861655,all,MAXI J1820+070
0.9792316708521617,all,MAXI J1820+070
0.9741933078196233,all,MAXI J1820+070
1.0,all,MAXI J1820+070
0.9775027327116398,all,MAXI J1820+070
